Date,Close
7/27/2018 16:00:00,76.3
7/30/2018 16:00:00,74.29
7/31/2018 16:00:00,73.91
8/1/2018 16:00:00,73.67
8/2/2018 16:00:00,72.89
8/3/2018 16:00:00,72.81
8/6/2018 16:00:00,72.58
8/7/2018 16:00:00,73.72
8/8/2018 16:00:00,73.22
8/9/2018 16:00:00,73.23
8/10/2018 16:00:00,73.27
8/13/2018 16:00:00,72.97
8/14/2018 16:00:00,73.5
8/15/2018 16:00:00,73.13
8/16/2018 16:00:00,73.28
8/17/2018 16:00:00,74.05
8/20/2018 16:00:00,74.14
8/21/2018 16:00:00,73.14
8/22/2018 16:00:00,73.4
8/23/2018 16:00:00,73
8/24/2018 16:00:00,73.19
8/27/2018 16:00:00,74.14
8/28/2018 16:00:00,74.65
8/29/2018 16:00:00,75.65
8/30/2018 16:00:00,75.75
8/31/2018 16:00:00,76.23
9/4/2018 16:00:00,77.34
9/5/2018 16:00:00,76.71
9/6/2018 16:00:00,77.38
9/7/2018 16:00:00,77.84
9/10/2018 16:00:00,78
9/11/2018 16:00:00,78.11
9/12/2018 16:00:00,76.33
9/13/2018 16:00:00,77.36
9/14/2018 16:00:00,77.97
9/17/2018 16:00:00,77.52
9/18/2018 16:00:00,78.18
9/19/2018 16:00:00,77.58
9/20/2018 16:00:00,77.68
9/21/2018 16:00:00,77.82
9/24/2018 16:00:00,77.63
9/25/2018 16:00:00,76.37
9/26/2018 16:00:00,75.18
9/27/2018 16:00:00,74.99
9/28/2018 16:00:00,74.89
10/1/2018 16:00:00,75.25
10/2/2018 16:00:00,74.86
10/3/2018 16:00:00,74.86
10/4/2018 16:00:00,75.91
10/5/2018 16:00:00,76.02
10/8/2018 16:00:00,75.38
10/9/2018 16:00:00,76.04
10/10/2018 16:00:00,74.13
10/11/2018 16:00:00,72.49
10/12/2018 16:00:00,73.3
10/15/2018 16:00:00,72.68
10/16/2018 16:00:00,74.93
10/17/2018 16:00:00,73.57
10/18/2018 16:00:00,73.53
10/19/2018 16:00:00,74.29
10/22/2018 16:00:00,73.81
10/23/2018 16:00:00,74.35
10/24/2018 16:00:00,73.82
10/25/2018 16:00:00,74.12
10/26/2018 16:00:00,73.74
10/29/2018 16:00:00,72.87
10/30/2018 16:00:00,73.1
10/31/2018 16:00:00,77.04
11/1/2018 16:00:00,75.86
11/2/2018 16:00:00,76.91
11/5/2018 16:00:00,78.22
11/6/2018 16:00:00,78.1
11/7/2018 16:00:00,78.55
11/8/2018 16:00:00,79.95
11/9/2018 16:00:00,79.08
11/12/2018 16:00:00,77.9
11/13/2018 16:00:00,78.91
11/14/2018 16:00:00,78.8
11/15/2018 16:00:00,80.19
11/16/2018 16:00:00,81.22
11/19/2018 16:00:00,81.39
11/20/2018 16:00:00,79.92
11/21/2018 16:00:00,79.33
11/23/2018 13:00:00,78.92
11/26/2018 16:00:00,80.37
11/27/2018 16:00:00,81.37
11/28/2018 16:00:00,81.66
11/29/2018 16:00:00,81.09
11/30/2018 16:00:00,81.72
12/3/2018 16:00:00,81.13
12/4/2018 16:00:00,79.12
12/6/2018 16:00:00,79.26
12/7/2018 16:00:00,78.55
12/10/2018 16:00:00,78.93
12/11/2018 16:00:00,78.09
12/12/2018 16:00:00,78
12/13/2018 16:00:00,77.59
12/14/2018 16:00:00,77.1
12/17/2018 16:00:00,76.38
12/18/2018 16:00:00,75.01
12/19/2018 16:00:00,75.08
12/20/2018 16:00:00,73.59
12/21/2018 16:00:00,72.82
12/24/2018 13:00:00,70.68
12/26/2018 16:00:00,73.25
12/27/2018 16:00:00,74.25
12/28/2018 16:00:00,74.45
12/31/2018 16:00:00,75.33
1/2/2019 16:00:00,75.33
1/3/2019 16:00:00,73.98
1/4/2019 16:00:00,75.67
1/7/2019 16:00:00,73.38
1/8/2019 16:00:00,72.15
1/9/2019 16:00:00,72.44
1/10/2019 16:00:00,72.78
1/11/2019 16:00:00,73.1
1/14/2019 16:00:00,72.7
1/15/2019 16:00:00,73.51
1/16/2019 16:00:00,74.51
1/17/2019 16:00:00,74.85
1/18/2019 16:00:00,75.63
1/22/2019 16:00:00,75.87
1/23/2019 16:00:00,76.06
1/24/2019 16:00:00,75.21
1/25/2019 16:00:00,75.76
1/28/2019 16:00:00,75.71
1/29/2019 16:00:00,75.35
1/30/2019 16:00:00,76.22
1/31/2019 16:00:00,76.76
2/1/2019 16:00:00,77.52
2/4/2019 16:00:00,77.1
2/5/2019 16:00:00,77.31
2/6/2019 16:00:00,77.39
2/7/2019 16:00:00,75.55
2/8/2019 16:00:00,76.16
2/11/2019 16:00:00,75.52
2/12/2019 16:00:00,76.13
2/13/2019 16:00:00,76.68
2/14/2019 16:00:00,75.95
2/15/2019 16:00:00,75.5
2/19/2019 16:00:00,74.86
2/20/2019 16:00:00,74.48
2/21/2019 16:00:00,74.87
2/22/2019 16:00:00,75.18
2/25/2019 16:00:00,75.34
2/26/2019 16:00:00,75.3
2/27/2019 16:00:00,76.21
2/28/2019 16:00:00,77.15
3/1/2019 16:00:00,77.19
3/4/2019 16:00:00,76.18
3/5/2019 16:00:00,75.38
3/6/2019 16:00:00,74.89
3/7/2019 16:00:00,73.65
3/8/2019 16:00:00,72.5
3/11/2019 16:00:00,72.55
3/12/2019 16:00:00,73.12
3/13/2019 16:00:00,74.05
3/14/2019 16:00:00,73.89
3/15/2019 16:00:00,74.63
3/18/2019 16:00:00,74.61
3/19/2019 16:00:00,74.25
3/20/2019 16:00:00,73.2
3/21/2019 16:00:00,73.39
3/22/2019 16:00:00,72.76
3/25/2019 16:00:00,73.78
3/26/2019 16:00:00,73.99
3/27/2019 16:00:00,73.86
3/28/2019 16:00:00,74.77
3/29/2019 16:00:00,76.14
4/1/2019 16:00:00,77
4/2/2019 16:00:00,77.37
4/3/2019 16:00:00,77.42
4/4/2019 16:00:00,77.26
4/5/2019 16:00:00,77.26
4/8/2019 16:00:00,77
4/9/2019 16:00:00,76.97
4/10/2019 16:00:00,76.85
4/11/2019 16:00:00,77.06
4/12/2019 16:00:00,77.28
4/15/2019 16:00:00,78.64
4/16/2019 16:00:00,79.44
4/17/2019 16:00:00,80.16
4/18/2019 16:00:00,79.86
4/22/2019 16:00:00,80.5
4/23/2019 16:00:00,80.53
4/24/2019 16:00:00,80.47
4/25/2019 16:00:00,80.82
4/26/2019 16:00:00,81.19
4/29/2019 16:00:00,81.69
4/30/2019 16:00:00,81.35
5/1/2019 16:00:00,80.67
5/2/2019 16:00:00,79.72
5/3/2019 16:00:00,79.69
5/6/2019 16:00:00,80.95
5/7/2019 16:00:00,80.02
5/8/2019 16:00:00,80.41
5/9/2019 16:00:00,80.8
5/10/2019 16:00:00,81.36
5/13/2019 16:00:00,80.52
5/14/2019 16:00:00,81.31
5/15/2019 16:00:00,80.61
5/16/2019 16:00:00,81.34
5/17/2019 16:00:00,81.22
5/20/2019 16:00:00,81.1
5/21/2019 16:00:00,81.81
5/22/2019 16:00:00,81.12
5/23/2019 16:00:00,81.25
5/24/2019 16:00:00,81.83
5/28/2019 16:00:00,82.07
5/29/2019 16:00:00,82.05
5/30/2019 16:00:00,82.61
